"id_producto","categoria","precio","marca","id_tienda","ubicacion","tamano_tienda","id_cliente","edad_cliente","genero_cliente","tipo_cliente","id_promocion","tipo_promocion","descuento","fecha_venta","ventas"
"PROD497","Tablets","1006.92","Bose","STORE50","Los Ángeles","147","CUST663","39","M","Premium","PROMO5",NA,"0.42",2023-12-09,"5"
"PROD310","uablets","949.58","Apple","STORE38","Nueva York","449","CUST21","77","Masculino","Premium","PROMO3","Descuento","0.33",2023-03-14,"7"
"PROD341","Laptops","153010","Lx","TND12","Nueva York","203","CUST566","34","Femenino","Regular","PROMO8",NA,"30",2023-10-02,"2"
"PROD322","Accesorios","232.55","Dell","STORE1","Los Ángeles","310","CUST82","45","Masculino","Premium","PROMO10","Descuento","1.19",2023-09-16,"2000"
"PROD215","Audio","1313.06","Bose","STORE4","Chicago","865","CUST314","71","Masculino","Premium","PROMO4","Regalo","0.46",2023-06-15,"2"
"PROD448","Accesorios","585.8","Sony","STORE12","Nueva York","248","CUST341","149","Otro","Regular","PROMO10","2x1","0.19",2023-02-04,"-5"
"PROD403","Smartphones","1944.29","Samsung","STORE10","Houston","914","CUST514","26","Otro","Regular","PROMO2","2x1","0.21",2023-07-08,"7"
"PROD147","Tablets","1610.26","LG","STORE32","Nueva York","1518 sq ft","CUST242","74","Femenino","Regular","PROMO6","2x1","0.4",2023-12-06,"7"
"PROD372","Tablets","1466.42","Apple","STORE14","Miami","184","CUST948","20","Otro","Premium","PROMO2",NA,"15",2023-06-24,"3"
"PROD333","Laptops","840.16","LG","TND20","Nueva York","563","CUST412","25","Otro","Regular",NA,"Regalo","0.49",2023-10-14,"2"
"PROD33","Tablets","1918.87","Lenovo","TND48","Houston","316","CUST929","29","O","Premium","PROMO3","2x1","0.42",2023-02-06,"2"
"PROD294","Smartphones","1966.58","Lezovo","STORE23","San Francisco","359","CUST183","55","Femenino","Regular","PROMO8","Descuento","0.34",2023-08-12,"6"
"PROD64","TVp","911.15","Bosc","STORE32","Chicago","7804 sq ft","CUST882","30","M","Regular","PROMO6","Regalo","0.36",2023-01-17,"8"
"PROD165","Audio","892.19","Bose","STORE42","Nueva York","837","CUST130","60","Masculino","Nuevo","PROMO5","Regalo","0.45",2023-07-29,"9"
"PROD498","Accesorios","815.33","Bose","STORE2","San Francisco","756","CUST3","59","Otro","Nwevo",NA,"Regalo","0.37",2023-12-26,"6"
"PROD199","Smartphones","$1593.61","LG","STORE46","Nueva York","731","CUST347","20","Masculino","Regular","PROMO3","Descuento","0.23",2023-02-27,"7"
"PROD26","Accesorios","1755.1","HP","STORE19","los ángeles","163","CUST109","50","Masculino","Regular","PROMO2","Regalo","0.44",2023-04-16,"9"
"PROD465","Smartphones","1815.22","Samrung","STORE15","Miami","924","CUST907","32","Otro","Regular","PROMO3","2x1","0.02",2023-05-10,"4"
"PROD175","Smartphones","1402.05","Apple","STORE5","Chicago","798 m2","CUST393","61","Masculino","Regular","PROMO5","Regalo","0.32",2023-05-29,"4"
"PROD229","Accesoriog","51.13","Sony","STORE23","Houston","922","CUST40","53","Femenino","Nuevo",NA,"Descuento","0.22",2023-11-27,"8"
"PROD293","Smartphones","1587.47","Bose","STORE16","Los Ángeles","959","CUST181","49","Masculino","Regular","PROMO5","2x1","0.19",2023-01-23,"7"
"PROD32","TVs","1667.75","LG","STORE48","Nueva York","282 m2","CUST90","77 años","Femenino","Nuevo","PROMO10","2x1","0.35",2023-05-17,"5"
"PROD123","TVs","920.1","Apple","STORE28","SAN FRANCISCO","445","CUST994","56","No especificado","Premium","PROMO6","Regalo","35%",2023-04-04,"6"
"PROD45","Tablets","336.76","Sony","TND21","Los Ángeles","687","CUST267","59","Otro","Regular","PROMO7","Descuento","0.05",2023-04-08,"2000"
"PROD296","Tablets","987.96","HP","STORE43","Nueva York","283","CUST153","31","Masculino","Premium","PROMO10",NA,"0.22",2023-10-03,"2"
"PROD243","Laptops","428.44","Bose","STORE10","Miami","920","CUST81","23","F","Regulxr","PROMO9","Regalo","0.35",2023-02-13,"-10"
"PROD353","Laptops","1217.55","Dell","STORE25","Nueva York","669 m2","CUST995","52","otro","Nuevo","PROMO1","Regalo","1.04",2023-03-03,"2"
"PROD36","TVs","1190.37","Dell","STORE46","Chicago","5942 sq ft","CUST539","28","O","Regular",NA,"2x1","0.26",2023-11-24,"5"
"PROD184","Audio","1058.87","Sony","TND32","Houston","936","CUST351","128","Otro","Regular","PROMO6","2x1","46",2023-05-30,"8"
"PROD50","Accesorios","1718.43","Dell","STORE25","Chicago","311 m2","CUST545","1967-09-27","Masculino","Premium","PROMO6",NA,"0.1",2023-06-30,"7"
"PROD68","Accesorios","1582030","Apple","STORE38","Miami","8449.74","CUST650","78","Masculino","Nuevo","PROMO2","Regalo","0.42",2023-10-11,"6"
"PROD40","TVs","-128.8","Lenovo","STORE27","Chicago","853","CUST108","31 años","Femenino","Regular","PROMO6",NA,"0.03",2023-09-05,"4"
"PROD284","Smartphones","745.09","Sony","STORE3","SAN FRANCISCO","286","CUST703","35","F","Regular","PROMO9","2x1","0.33",2023-02-01,"8"
"PROD440","Smartphones","1765410","Sony","STORE5","Nueva York","2734 sq ft","CUST507","73","Otro","Regular",NA,"Regalo","0.36",2023-09-15,"3"
"PROD341","wablets","398.54","LG","TND21","Miami","4155 sq ft","CUST783","33","O","Regular","PROMO3","Regalo","0.06",2023-03-13,"7"
"PROD310","Audio","-219.85","Delj","STORE6","Chicago","5791 sq ft","CUST475","42","Otro","Premium","PROMO4","Regalo","37%",2023-06-20,"5"
"PROD55","Tablets","1864.49","Bose","30","San Francisco","338","CUST129","32","Masculino","Regular","PROMO6","2x1","0.41",2023-11-17,"5"
"PROD121","Audio","296.38","Apple","STORE37","Los Ángeles","194","CUST612","23","Otro","Regular","PROMO6",NA,"0.03",2023-02-07,"N/A"
"PROD471","Audio","-499.09","Sony","8","miami","318","CUST162","78","Otro","Regular","PROMO2","Regalo","0.22",2023-08-20,"1"
"PROD164","Smartphones","1736.21","Dell","STORE18","Los Ángeles","5877 sq ft","CUST655","34","otro","Regular","PROMO1","Regalo","0.15",2023-04-08,"7"
"PROD466","Laptops","1246240","Bosu","STORE24","MIAMI","538","CUST152","37","F","Regular","PROMO6","Descuento","0.14",2023-12-28,"4"
"PROD302","Smartphones","610.83","HP","STORE35","Los Ángeles","989","CUST843","63","Otro","Premium","PROMO9",NA,"0.26",2023-10-14,"2"
"PROD412","Audio","111.2","Apple","STORE28","MIAMI","652 m2","CUST18","135","Femenino","Rogular",NA,NA,"0.31",2023-12-24,"2"
"PROD351","Smartphones","1579.71","LG","STORE49","Los Ángeles","570","CUST893","24","Otro","Regular","PROMO3","Descuento","0.38",2023-11-28,"6"
"PROD12","Laptops","556.77","Lenovo","STORE20","Los Ángeles","3972 sq ft","CUST304","29","Masculino","Regular","PROMO1","Regalo","0.16",2023-10-29,"3"
"PROD11","Accesorios","1683.76","Sony","STORE39","Nueva York","577","CUST919","63","Otro","Regular","PROMO6","Descuento","0.35",2023-10-29,"9"
"PROD216","Laptops","1984.92","Dell","STORE40","Nueva York","316","CUST667","80","Masculino","Regular","PROMO8","2x1","0.11",2023-09-19,"4"
"PROD30","Tablets","1745340","Sony","STORE5","Houston","245","CUST222","67","Otro","Premium","PROMO3",NA,"0.46",2023-02-06,"7"
"PROD395","Accesorios","1096.06","Bose","STORE38","Houston","304","CUST419","18","Femenino","Nuevo","PROMO8","Descuento","0.37",2023-06-26,"7000"
"PROD254","Accesorios","774.14","mP","STORE32","Miami","745","CUST569","22","Femenino","Premium","PROMO9",NA,"16%",2023-12-06,"4"
"PROD216","Laptops","1596.11","Dell","STORE33","Nueva York","251","CUST232","77","F","Regular","PROMO10","Regalo","0.24",2023-09-03,"7"
"PROD273","Audio","1297.21","Samsung","STORE48","San Francisco","406","CUST316","28 años","Femenino","Regular","PROMO1","Regalo","0.13",2023-11-25,"9"
"PROD407","Tablets","1427.64","Samsung","STORE34","Nueva York","401","CUST629","78","otro","Nuevo","PROMO6","2x1","0.05",2023-11-17,"7"
"PROD482","Laptops","1028.67","Lenovo","STORE28","Chicago","583","CUST429","30","Otro","Regular","PROMO1","Regalo","0.35",2023-07-17,"5"
"PROD74","TVs","201.8","Sony","STORE39","Los Ángeles","431 m2","CUST289","18","Masculino","Premium","PROMO7","Regalo","0.02",2023-02-23,"1"
"PROD310","Audio","1585.36","Dell","22","Los Ángeles","445","CUST270","21","femenino","Regular","PROMO6",NA,"0.17",2023-07-30,"10"
"PROD388","Accesorios","-1619.61","Bose","STORE7","Los Ángeles","831","CUST69","51","O","Premium","PROMO10","2x1","0.12",2023-10-04,"4"
"PROD70","Tablets","909.6","Sony","STORE3","Chicago","719","CUST702","42","Otro","Nuevo","PROMO6","2x1","1.07",2023-02-03,"2"
"PROD202","Tablets","349.25","Dell","STORE27","SAN FRANCISCO","698","CUST155","65","No especificado","Regular",NA,"Descuento","15%",2023-10-06,"8"
"PROD211","Tablets","1948.56","Samsung","STORE47","Housion","880","CUST12","40","Femenino","Regular","PROMO4","2x1","20",2023-10-28,"7000"
"PROD102","Accesprios","$1535.98","Sony","STORE21","Los Ángeles","996","CUST97","139","Masculino","Premium","PROMO4","2x1","1.43",2023-07-04,"8"
"PROD251","Smartphones","1899.75","Samsung","STORE12","LOS ÁNGELES","348","CUST226","44","Otro","Regular",NA,NA,"0.34",2023-10-13,"5"
"PROD169","Laptops","272.27","HP","STORE25","Chicago","430 m2","CUST991","28","Masculino","Regular","PROMO3","Regalo","0.36",2023-01-16,"3"
"PROD92","Tablets","1762.75","Apple","STORE41","Miami","924","CUST222","-2","F","Regular","PROMO2","Regalo","0.18",2023-02-14,"4"
"PROD124","Tablets","1000450","LG","TND25","San Francisco","4520.88","CUST454","118","otro","Regular","PROMO5",NA,"0.32",2023-05-22,"4"
"PROD376","Tablets","1787.68","Sony","43","Houston","553 m2","CUST475","28","O","Regular","PROMO8","Descuento","0.34",2023-06-08,"N/A"
"PROD48","Tablets","1418.97","Sony","STORE37","san francisco","2421.9","CUST920","55 años","O","Regular","PROMO8","Descuento","0.11",2023-09-29,"4000"
"PROD237","TVs","1978.75","Ho","STORE24","Los Ángeles","367","CUST540","30","Femenino","Premium","PROMO10","2x1","44",2023-08-13,"6"
"PROD329","Tablets","775.75","Bose","STORE40","Houston","614","CUST419","68","Femenino","Regular","PROMO8",NA,"0.06",2023-10-21,"-4"
"PROD255","Laptops","1281.55","Lenovo","STORE18","nueva york","9731 sq ft","CUST722","1962-09-27","M","Premium","PROMO9","2x1","0.26",2023-10-05,"4"
"PROD263","Accesorios","912.8","Dell","STORE15","los ángeles","618","CUST320","22","Masculino","Regular","PROMO3",NA,"0.39",2023-08-08,"2"
"PROD179","Laptops","617.17","Sony","STORE7","chicago","801","CUST280","28","Masculino","Regular",NA,"Regalo","28%",2023-04-04,"6"
"PROD408","Smartphones","1447.49","Apple","STORE25","SAN FRANCISCO","311","CUST354","138","Femenino","Nuevo","PROMO4","2x1","0.13",2023-06-22,"N/A"
"PROD490","Laptops","219.32","Dzll","STORE39","Chicago","5898.672","CUST323","58","F","Regular","PROMO5","Regalo","0.26",2023-12-25,"7"
"PROD338","Audio","1540400","Bose","STORE19","Los Ángeles","195","CUST92","38","Femenino","Premium","PROMO7","Regalo","0.47",2023-04-04,"8"
"PROD344","Tablets","1510.68","Bose","STORE39","NUEVA YORK","401","CUST458","69","Masculino","Nuevo","PROMO3","Descuento","0.07",2023-07-17,"7"
"PROD328","Accesorios","1874.18","LG","STORE31","chicago","931","CUST966","54","masculino","Premium","PROMO2","2x1","0.46",2023-10-07,"6"
"PROD192","Accesorios","893.76","Samsung","STORE34","Miami","7955 sq ft","CUST101","20","Otro","Regular","PROMO1","2x1","40",2023-09-15,"6"
"PROD316","Tablets","1995.39","Lc","STORE35","San Francisco","10764","CUST128","38","Femenino","Regulzr","PROMO9","2x1","0.44",2023-02-03,"4"
"PROD16","Tablets","1122.09","Samsung","STORE10","Nueva York","293","CUST503","79","Femenino","Nuevo","PROMO8","Descuento","0.17",2023-02-13,"7"
"PROD380","Tablets","937.48","dG","STORE10","Miami","483","CUST844","112","Femenino","Premium","PROMO6","Regalo","0.15",2023-04-28,"10000"
"PROD47","Laptops","1304.56","Samsung","STORE24","HOUSTON","701","CUST77","35","Otro","Revular","PROMO6",NA,"0.03",2023-04-19,"3"
"PROD466","TVs","1820.9","HP","STORE30","Los Ángeles","557","CUST425","38","M","Regular","PROMO3","Descuento","0.25",2023-03-10,"9"
"PROD413","Smartphones","400350","Bose","STORE8","Houston","184","CUST150","36","Femenino","Regular",NA,"Regalo","5%",2023-08-23,"8"
"PROD61","TVs","1523690","Somy","STORE3","San Francisco","622","CUST558","19","Otro","Premium","PROMO3","2x1","0.41",2023-02-18,"8"
"PROD497","Laptops","1385720","Samsung","STORE28","Nueva York","9311 sq ft","CUST650","46","masculino","Regular","PROMO5","Regalo","0.01",2023-03-30,"4"
"PROD318","Smartphones","1079.37","HP","STORE22","Miami","621","CUST226","72","Otro","Premium","PROMO5","Regalo","0.41",2023-09-05,"9"
"PROD153","Accesorios","878920","LG","STORE36","San Francisco","978","CUST931","61","Otro","Premium","PROMO4","Descuento","0.1",2023-11-21,"7"
"PROD208","TVs","983.91","Sony","STORE32","san francisco","761","CUST553","69","Masculino","Premium","PROMO5",NA,"0.01",2023-11-01,"7"
"PROD325","Accesorios","1697.17","Apple","STORE23","Houston","7276.464","CUST212","68","Otro","Regular","PROMO6",NA,"0.27",2023-02-10,"6"
"PROD279","Audio","360.98","Sony","20","NUEVA YORK","4434.768","CUST618","57","Otro","Premium","PROMO4",NA,"0.43",2023-10-21,"4"
"PROD67","Smartphones","1223.9","HP","STORE11","Chicago","915","CUST821","24","Otro","Regular","PROMO2","Regalo","0.1",2023-03-22,"7"
"PROD70","Tablets","1686.37","Lenovo","STORE27","Houston","108","CUST425","29","Femenino","Regular","PROMO10",NA,"0.16",2023-07-29,"3"
"PROD473","Audio","786.81","Samsung","TND4","Miami","128","CUST60","1951-09-27","Mujer","Premium","PROMO8","Regalo","0.49",2023-01-08,"7"
"PROD403","Accesorios","1707.78","LG","6","CHICAGO","871","CUST700","46","Otro","Regular","PROMO6",NA,"0.41",2023-03-17,"2"
"PROD11","TVs","1073.07","HP","STORE23","Los Ángeles","112","CUST96","39","Femenino","Premiim","PROMO7","Descuento","0.38",2023-12-17,"1"
"PROD235","TVs","650.31","Bose","STORE35","Chicago","632","CUST141","71","Femenino","Regular","PROMO5","Descuento","0.06",2023-11-06,"8"
"PROD396","Laptops","1777.5","HP","STORE43","Chicago","938 m2","CUST436","52","Femenino","Premium","PROMO8",NA,"0.21",2023-05-22,"9"
"PROD225","Audio","273.91","Apple","STORE35","Chicago","622","CUST688","57","Otro","Regular",NA,NA,"0.34",2023-05-25,"8"
"PROD190","TVs","662.64","Dell","STORE45","Los Ángeles","383","CUST918","110","Femenino","Regular",NA,"2x1","0.33",2023-09-25,"4"
"PROD328","Tablets","1048.56","LG","STORE12","San Francisco","221","CUST316","2003-09-27","Masculino","Nuevo","PROMO8",NA,"0.05",2023-04-28,"9"
"PROD71","TVs","1465.73","Apple","STORE47","HOUSTON","1798 sq ft","CUST462","58","Otro","Regular","PROMO6","Descuento","0.45",2023-12-28,"9"
"PROD79","TVs","1742.63","Dell","STORE37","Houston","553","CUST19","74","Otro","Remular","PROMO1","2x1","0.21",2023-07-03,"2"
"PROD485","Accesorios","558.84","Samsung","STORE19","MIAMI","866","CUST626","55","masculino","Regular",NA,"Regalo","0.25",2023-04-20,"5"
"PROD99","Smartphones","1920.3","Apple","7","Nueva York","5770 sq ft","CUST186","67","Femenino","Reguler","PROMO1","2x1","0.48",2023-06-19,"7"
"PROD7","Audio","1983.63","Dell","STORE39","Los Ángeles","403","CUST713","1995-09-27","Otro","Regular","PROMO3","Descuento","0.23",2023-09-18,"7"
"PROD256","Laptops","613.4","LG","STORE35","Los Ángeles","617","CUST149","39 años","Otro","Regular","PROMO1","Regalo","0.11",2023-07-06,"3"
"PROD13","Tablets","1761.76","HP","STORE25","San Francisco","205","CUST536","23","Femenino","Regular","PROMO3",NA,"0.2",2023-06-03,"N/A"
"PROD340","Auduo","931.73","HP","STORE3","Houston","606 m2","CUST352","59","Otro","Regular","PROMO7","Descuento","0.1",2023-02-16,"7"
"PROD201","Lagtops","819.19","Sony","46","San Francisco","594","CUST700","46","Otro","Nuevo","PROMO9","Descuento","0.02",2023-01-27,"N/A"
"PROD245","Laptops","1915.5","LG","STORE4","NUEVA YORK","280","CUST228","34","Masculino","Regular","PROMO5","Descuento","17%",2023-06-16,"6"
"PROD396","Accesorios","1712.96","Samsung","37","Miami","411","CUST868","19","Masculino","Regular","PROMO2",NA,"0.2",2023-05-18,"-8"
"PROD462","Audio","719.8","Sony","40","Houston","729 m2","CUST200","39","Masculino","Nuevo","PROMO10","Descuento","0.09",2023-11-07,"6"
"PROD249","Smartphones","429.16","Sony","STORE24","Nueva York","364","CUST678","30","Otro","Regular","PROMO8",NA,"0",2023-11-20,"4"
"PROD359","TVs","354.55","Bose","STORE35","los ángeles","588","CUST656","22","Masculino","Regular","PROMO2","2x1","0.15",2023-04-07,"N/A"
"PROD220","Smartphones","1496","Bose","TND46","Nueva York","722","CUST92","61","masculino","Regular","PROMO9","Regalo","1.14",2023-10-23,"1"
"PROD73","Tablets","1290.94","Dell","STORE8","Los Ángeles","5102 sq ft","CUST903","46","Femenino","Regular","PROMO10","Descuento","0.4",2023-11-20,"8"
"PROD224","Tablets","91.04","Bose","STORE26","NUEVA YORK","190","CUST990","23","Masculino","Premium","PROMO5","Descuento","0.15",2023-12-06,"3"
"PROD249","TVs","1983.02","Dell","STORE28","houston","430 m2","CUST551","41","Otro","Regular","PROMO5","Regalo","0.14",2023-04-23,"3"
"PROD247","Smartzhones","336.66","Lenovo","STORE6","Los Ángeles","173","CUST785","65 años","otro","Nuevo","PROMO1","2x1","0.48",2023-03-31,"3"
"PROD420","mmartphones","490.65","Lenovo","50","Nueva York","916","CUST463","54","Femenino","Premium","PROMO3","Descuento","0.39",2023-02-17,"6"
"PROD211","Audio","-1379.02","Deln","STORE33","Houston","5618.808","CUST806","49","Femenino","Premium","PROMO10","Regalo","0",2023-11-18,"2"
"PROD489","Smartphones","670.25","Lenovo","31","Los Ájgeles","393","CUST630","28","Femenino","Regolar","PROMO9","Regalo","0.15",2023-02-24,"8"
"PROD34","Laptops","1949","Samsung","STORE9","San Francisco","601","CUST656","63","Femenino","Premium","PROMO2","2x1","0.17",2023-10-23,"3"
"PROD189","Smartphones","944.33","Sony","STORE24","Chicago","602","CUST10","26","Masculino","Premium","PROMO8","Descuento","47%",2023-07-03,"6"
"PROD184","TVs","1712.84","Apple","STORE38","HOUSTON","430","CUST296","1959-09-27","Masculino","Regultr","PROMO2",NA,"0.12",2023-03-05,"-10"
"PROD369","Laptaps","1070.93","Song","STORE34","Nueva York","710","CUST375","46","Masculino","Regular",NA,"Descuento","0.04",2023-04-16,"N/A"
"PROD332","Smartphones","1246.11","Dell","STORE40","Chicago","697 m2","CUST87","31","Masculino","Regular",NA,"2x1","0.08",2023-03-07,"4"
"PROD398","Audio","729.95","HP","STORE29","San Francisco","814","CUST408","63","Otro","Regular","PROMO4","Descuento","38",2023-08-26,"2"
"PROD330","Audio","1623.02","Lenoxo","STORE35","Los Ángeles","736","CUST178","139","F","Nuevo","PROMO1","2x1","0.31",2023-12-30,"N/A"
"PROD487","Laptops","1383.42","HP","TND4","San Francisco","789","CUST728","80","O","Regular","PROMO10","2x1","0.06",2023-08-10,"10"
"PROD16","Taalets","401.85","Apple","STORE47","Chicago","993","CUST831","35","femenino","Regular","PROMO6","Descuento","26%",2023-03-04,"6"
"PROD98","TVs","548.97","HP","STORE47","Houston","4176 sq ft","CUST925","103","O","Reguyar","PROMO1",NA,"0.34",2023-03-26,"4000"
"PROD74","Tablets","$1458.66","Sony","STORE10","Miami","667","CUST248","1983-09-27","Otro","Regular","PROMO8","2x1","0.19",2023-09-22,"5"
"PROD243","Accesorios","$920.57","HP","STORE26","Los Ángeles","411","CUST88","47","Masculino","Rrgular","PROMO7","2x1","0.03",2023-03-19,"5"
"PROD194","Tablets","51.26","Samsung","4","Nueva York","772","CUST443","29","Femenino","Regular",NA,"2x1","0.14",2023-11-19,"N/A"
"PROD149","Laptops","1513410","Sony","TND42","Los Ángeles","857","CUST220","48","Otro","Regular","PROMO5",NA,"0.17",2023-06-14,"2"
"PROD136","Laptops","1407.96","Sony","STORE30","LOS ÁNGELES","3089 sq ft","CUST409","51","Hombre","Premium","PROMO3","2x1","0.49",2023-11-10,"8"
"PROD289","Laptops","-1127.32","Lenovo","STORE32","Chicago","5231.304","CUST93","72 años","Masculino","Premium","PROMO10","Regalo","0.31",2023-05-19,"6"
"PROD353","Audio","1126.29","Lenoeo","STORE20","NUEVA YORK","901","CUST845","54","femenino","Regular","PROMO1","Regalo","0.48",2023-09-16,"9"
"PROD207","TVs","1521.94","Lenovo","STORE4","Chicago","819","CUST788","79","Masculino","Premium","PROMO7","2x1","0.22",2023-03-11,"6"
"PROD344","Taplets","1001.65","Bose","STORE5","Chicago","625","CUST370","59","O","Regolar","PROMO8","Regalo","0.26",2023-06-01,"3"
"PROD402","Laptops","210.23","Bose","STORE23","Los Ángeles","123","CUST492","47","Femenino","Regular","PROMO10","Regalo","0.16",2023-05-16,"5"
"PROD376","Tablets","701.19","Sony","STORE4","NUEVA YORK","10171.98","CUST61","55","O","Premium","PROMO1","Descuento","1.34",2023-07-26,"-9"
"PROD483","Laptops","446.25","Lenovo","STORE28","Los Ángeles","701","CUST69","147","Otro","Regular",NA,NA,"0.13",2023-12-19,"5"
"PROD16","TVs","816.45","Bosb","STORE18","Chicago","733 m2","CUST584","48","Otro","Reguxar","PROMO8","2x1","0.27",2023-03-12,"8"
"PROD260","Laptops","905.05","Lenovo","STORE45","Miami","529","CUST792","68","Femenino","Regular","PROMO3",NA,"0.43",2023-05-12,"1"
"PROD167","Tablets","1414.51","Sony","46","Chicago","401","CUST950","44","Otro","jegular","PROMO10","Descuento","0.47",2023-10-01,"4"
"PROD98","TVs","162.5","iose","STORE15","Chicago","638","CUST216","32","masculino","Premium",NA,"2x1","0.43",2023-01-05,"6"
"PROD446","Audio","115.9","Dell","STORE46","Houston","7696 sq ft","CUST333","62","Masculino","Premium","PROMO7",NA,"0.16",2023-03-11,"6"
"PROD494","Tablets","1172.34","Apple","STORE44","Los Ángeles","3401.424","CUST957","40","M","Regular",NA,"2x1","0.38",2023-05-22,"9000"
"PROD348","Tablets","812.38","Dell","TND37","nueva york","762","CUST527","57","Masculino","Regular","PROMO9",NA,"0.12",2023-02-19,"9"
"PROD420","Smartphones","$1652.14","LG","STORE38","Los Ángeles","109","CUST812","62","Otro","Premium","PROMO4",NA,"0.17",2023-01-29,"2"
"PROD497","Tablets","1571.83","Apple","STORE41","Los Ángeles","266","CUST685","1997-09-27","Femenino","Nuevo","PROMO7","2x1","0.26",2023-06-22,"5"
"PROD211","Laptops","923.18","eP","STORE38","HOUSTON","798","CUST576","57","Femenino","Regular","PROMO2","Descuento","4%",2023-06-25,"4"
"PROD151","Laptops","-258.77","Bose","STORE16","nueva york","1346 sq ft","CUST822","77","Femenino","Premium","PROMO10","Regalo","0.22",2023-04-17,"3"
"PROD456","TVs","148.4","Dell","STORE39","NUEVA YORK","136","CUST832","71","femenino","Regular","PROMO3","Regalo","0.39",2023-06-21,"3"
"PROD147","Laptops","452.86","Apple","STORE22","Nueva York","966 m2","CUST19","19","Femenino","Nuevo","PROMO2",NA,"0.5",2023-09-02,"6"
"PROD327","Accesorios","834.09","Bose","STORE12","Nueva York","267","CUST181","46","Masculino","Premium","PROMO8","Descuento","0.04",2023-06-08,"4"
"PROD204","Laptops","1210.6","Lenovo","STORE4","Los Ángeles","804 m2","CUST356","33","Femenino","Premium","PROMO8","2x1","0.02",2023-01-28,"4"
"PROD450","Laptops","238.73","Samsung","STORE29","Nueva York","462","CUST548","22","masculino","Premium","PROMO1","2x1","0.21",2023-12-09,"2"
"PROD402","Accesowios","434.98","Samsung","STORE27","San Francisco","335","CUST518","107","Femenino","Premium","PROMO5",NA,"0.18",2023-12-27,"4"
"PROD313","Laptops","820.98","Sony","STORE21","San Francisco","537","CUST922","63","Otro","Regular","PROMO2","Descuento","0.32",2023-07-28,"-2"
"PROD176","Accesorios","679950","HP","STORE1","Los Ángeles","604","CUST972","78","Masculino","Regular","PROMO8",NA,"0.27",2023-09-07,"9"
"PROD378","Smartphones","207.24","Dell","STORE12","Los Ángeles","487","CUST481","20","Femenino","Premium","PROMO8","2x1","32",2023-04-23,"2"
"PROD23","Tablets","942.04","LG","STORE4","Miami","967","CUST205","80","masculino","Premium","PROMO2",NA,"0.46",2023-04-11,"1"
"PROD369","Azdio","90050","Bose","37","Nueva York","554","CUST82","32","Masculino","Premium","PROMO9","Regalo","0.03",2023-01-24,"7"
"PROD139","TVs","1150.38","Sony","STORE40","Los Ángeles","470","CUST690","1962-09-27","Masculino","Regular","PROMO10","Regalo","45%",2023-11-14,"8"
"PROD386","Audio","1615.52","Sony","STORE18","Miami","845","CUST277","41","F","Premium","PROMO6",NA,"0.27",2023-09-20,"-3"
"PROD46","Smartphones","289.72","Bose","STORE48","Houston","2292.732","CUST730","39","Masculino","Regular","PROMO2","2x1","0.32",2023-09-24,"-7"
"PROD89","Accesorios","-1224.81","HP","STORE4","Nueva York","473","CUST983","53","Masculino","Regular","PROMO5","Regalo","0.36",2023-10-06,"6"
"PROD89","Laptops","1020.11","Lynovo","STORE43","Los Ángeles","611","CUST249","75","No especificado","Regular","PROMO3",NA,"0.05",2023-06-22,"5"
"PROD273","Tablets","288.23","Samsung","STORE45","houston","717","CUST940","37","Mujer","Regular","PROMO6","Regalo","43%",2023-05-08,"5"
"PROD278","Audio","-1028.81","Dell","STORE21","SAN FRANCISCO","5124 sq ft","CUST130","55","Otro","Premium","PROMO9","Regalo","0.11",2023-09-14,"5"
"PROD205","Laptops","203.98","HP","TND48","nueva york","106","CUST20","22","Femenino","Regular","PROMO2","Regalo","17%",2023-05-31,"3"
"PROD342","TVs","853.92","Appoe","STORE6","LOS ÁNGELES","110","CUST314","72","Masculino","Nuevo","PROMO9","2x1","0.18",2023-02-05,"3"
"PROD281","Smartphones","263.85","Sony","STORE33","San Francisco","592","CUST888","32","Femenino","Nugvo",NA,"Descuento","0.23",2023-07-29,"-2"
"PROD439","Smartphones","1859.93","Sony","STORE47","Chicago","130 m2","CUST564","75","Otro","Regular","PROMO4",NA,"0.28",2023-10-03,"8"
"PROD457","Tablets","626.58","LG","STORE27","Nueva York","531","CUST943","50","Femenino","Premiuo",NA,NA,"0.33",2023-03-03,"7"
"PROD495","TVs","917.32","Bose","STORE33","Miami","10171.98","CUST29","66","O","Premium","PROMO6",NA,"0.39",2023-08-04,"2"
"PROD316","Tablets","1776.15","Samsung","STORE9","Los Ángeles","719","CUST48","70","Otro","Nrevo","PROMO4","Descuento","0.43",2023-06-23,"N/A"
"PROD419","Laptops","946.73","HP","STORE17","Miami","152 m2","CUST428","53","femenino","Premium","PROMO7","2x1","0.36",2023-05-08,"3"
"PROD216","Tablets","-1313.32","LG","STORE36","San Francisco","359","CUST633","36","Femenino","Regular",NA,NA,"0.22",2023-09-16,"N/A"
"PROD122","TVs","1641.07","LG","STORE16","Houston","812","CUST106","67","Masculino","Premium","PROMO7","Descuento","0.04",2023-02-03,"5"
"PROD102","Smartphones","379.91","HP","STORE47","Nueva York","877","CUST66","74","Masculino","Regular","PROMO8","2x1","0.23",2023-04-20,"9"
"PROD426","Smartphones","1374.16","LG","STORE41","chicago","418 m2","CUST828","74","Masculino","Repular","PROMO8","2x1","0.3",2023-11-17,"3"
